course_id,course_name,course_category_id,class_hours,credit_hours ,examination_method ,instructor_name ,course_explain
325,Financial Analyst,325,56,77,Aluminum,Ethelyn Inchcomb,Nonspecif skin erupt NEC
326,Marketing Manager,326,82,14,Aluminum,Terza Collelton,Acc poisn psychotrop NEC
327,Chemical Engineer,327,56,62,Glass,Celesta Reynolds,Adv eff antiasthmatics
328,Accounting Assistant II,328,58,31,Steel,Donnell Usmar,Juv osteochondrosis foot
329,Food Chemist,329,79,29,Plastic,Kleon Whitby,Foreign body middle ear
330,Developer II,330,9,90,Rubber,Mignon Glasper,Cor ath bypass graft NOS
331,Assistant Professor,331,70,43,Granite,Fanni Casel,Oth cells/casts in urine
332,VP Sales,332,64,48,Wood,Tracy Crosse,Acq deformity NEC
333,Human Resources Assistant I,333,31,84,Glass,Elsie Hold,Ft/adj xtrcorp dial cath
334,Legal Assistant,334,10,3,Plexiglass,Salomon Bruni,Bone infect NEC-pelvis
335,Operator,335,13,68,Granite,Jean Physic,Gastrojejunal ulcer NOS
336,Web Developer IV,336,29,31,Stone,Salvador Filipczak,Echinococc multiloc NOS
337,Business Systems Development Analyst,337,45,47,Granite,Phillida Laidlaw,Alcoh induce sleep disor
338,Staff Scientist,338,57,91,Rubber,Grannie McGinly,Polio osteopathy-hand
339,Director of Sales,339,86,34,Vinyl,Roselle McGaughey,Cong macular change-eye
340,Environmental Specialist,340,49,24,Aluminum,Elliot O'Kenny,Singl livebrn-before adm
341,Internal Auditor,341,80,68,Steel,Jilly McCreery,"Pneumonia, organism NOS"
342,Assistant Manager,342,94,39,Vinyl,Tirrell Rosbotham,Abn react-blood sampling
343,Financial Advisor,343,35,13,Plexiglass,Lebbie Oger,Scrn mal neo breast NOS
344,Chief Design Engineer,344,85,21,Vinyl,Lannie Lundbech,2nd deg burn finger
345,Help Desk Operator,345,85,10,Aluminum,Skipp Hyndson,Benign neo cervix uteri
346,Civil Engineer,346,54,18,Vinyl,Aundrea Mumford,Simpl schizophren-remiss
347,Senior Cost Accountant,347,74,47,Glass,Teodorico Duckham,Extadural hem-concuss
348,Web Designer II,348,70,85,Rubber,Anatollo Fearnside,Obstructiv hydrocephalus
349,Occupational Therapist,349,65,38,Plastic,Madelene Falla,Open wound of vagina
350,Research Associate,350,20,100,Brass,Luelle Charlewood,Fx sacr-op/cauda inj NEC
351,Dental Hygienist,351,69,68,Rubber,Kirstyn Nare,Demen NOS w/o behv dstrb
352,Senior Cost Accountant,352,36,15,Steel,Adelle Cattemull,Longitud defic arm NEC
353,Geological Engineer,353,100,25,Plastic,Pavlov Rysom,Forearm deformity NOS
354,Web Designer II,354,19,99,Aluminum,Natty Poad,Cntct/exp hazrd metl NEC
355,Assistant Media Planner,355,66,94,Wood,Pier Villaron,Facial nerve inj-birth
356,Information Systems Manager,356,44,93,Steel,Maurizia Maidlow,Prog ext ophthalmoplegia
357,Biostatistician III,357,61,88,Rubber,Chery Bargery,Elevated WBC count NEC
358,Cost Accountant,358,63,14,Plastic,Moina Morey,Brain inj NEC-concussion
359,Cost Accountant,359,12,45,Vinyl,Menard Rattray,Protozoal intest dis NEC
360,Compensation Analyst,360,9,14,Vinyl,Suzanna Elward,Cytomegaloviral disease
361,Health Coach I,361,35,97,Granite,Cliff Boldock,Second malig neo ovary
362,Project Manager,362,8,55,Aluminum,Claire Bartalot,Pityriasis rosea
363,General Manager,363,36,26,Wood,Latrina Order,Myasthenia in oth dis
364,Software Engineer III,364,7,70,Granite,Bartie Hesse,Oth mono leuk in relapse
365,Electrical Engineer,365,91,75,Steel,Everett Caen,Oth nspcf finding blood
366,Account Coordinator,366,11,44,Stone,Lucienne Dunsford,Flccd hmiplga domnt side
367,Developer I,367,30,40,Wood,Chaddie Tomlett,Emancipation disorder
368,Help Desk Technician,368,20,19,Steel,Phillipp Scripps,80-89% bdy brn/40-49% 3d
369,Internal Auditor,369,25,73,Brass,Hart Triswell,Mal neo skn face NEC/NOS
370,Media Manager IV,370,98,16,Wood,Gil McEniry,Recur unil ing hern-gang
371,Executive Secretary,371,54,74,Glass,Keene Bluck,Abnormal vulva-postpart
372,Cost Accountant,372,48,57,Plexiglass,Carolynn Bulbeck,T7-t12 spin cord inj NEC
373,Editor,373,59,15,Vinyl,Sharron Mayhew,No proc/patient decision
374,Teacher,374,83,55,Granite,Alina Apfler,Asympt postmeno status
375,Community Outreach Specialist,375,30,2,Granite,Correy McCrae,Housing/econo circum NEC
376,Professor,376,18,98,Vinyl,Dorthy Ferrant,Maj puerp infec NEC-p/p
377,Assistant Manager,377,52,40,Glass,Zabrina Triplow,Disproportion NEC-deliv
378,Structural Analysis Engineer,378,11,19,Granite,Torrance Younglove,Spotting-unspecified
379,Operator,379,26,10,Aluminum,Winnie Brumby,70-79% bdy brn/30-39% 3d
380,Quality Engineer,380,78,99,Glass,Rice Sellens,Acute tonsillitis
381,Assistant Professor,381,18,5,Rubber,Edyth Aisman,Transverse defic arm
382,Accountant II,382,72,50,Plexiglass,Pammi Ledgeway,Prim TB complex-exm unkn
383,Analog Circuit Design manager,383,91,33,Aluminum,Michel Stickells,Thalassemia NEC
384,Biostatistician IV,384,22,78,Rubber,Spike Ainsley,Oth integument anomalies
385,Chemical Engineer,385,65,100,Granite,Keenan Ealam,Szry dis unsp xtrndl org
386,Analog Circuit Design manager,386,56,84,Plexiglass,Marsha Ockwell,Eye disorders NEC
387,Graphic Designer,387,70,64,Steel,Alfonso Whicher,Poison-muscle agent NEC
388,Clinical Specialist,388,96,33,Vinyl,Neron Faich,Fetal conjoin twins-unsp
389,Accountant IV,389,14,27,Granite,Elinore Emmott,Ben crcinoid trans colon
390,Accounting Assistant I,390,84,28,Stone,Alley Spir,TB urinary NEC-no exam
391,Civil Engineer,391,47,74,Vinyl,Vittorio Esser,Post traumatic seizures
392,Senior Cost Accountant,392,5,9,Plastic,Sibby Cosyns,Acq chest deformity
393,Administrative Assistant IV,393,24,13,Glass,Jocelin Greiser,Brain lac NEC-deep coma
394,Quality Control Specialist,394,95,93,Plastic,Farley Owbrick,Mult defects of retina
395,Food Chemist,395,88,76,Wood,Hadlee Goodban,Partial optic atrophy
396,Librarian,396,83,76,Glass,Uri Rouchy,Assault-hot liquid
397,Programmer Analyst II,397,50,11,Glass,Teodor Grigoletti,Cystic fibros w pul man
398,Senior Financial Analyst,398,97,73,Rubber,Olva Millan,1st deg burn trunk NOS
399,Mechanical Systems Engineer,399,100,20,Stone,Madelina Feavyour,Ac infect extern ear NEC
400,Occupational Therapist,400,81,45,Wood,Keelia Heindrich,Colosty/enter comp-mech
401,Financial Analyst,401,82,32,Steel,Hyacinthia Messenger,Cl skl w oth fx-mod coma
402,Database Administrator I,402,52,56,Vinyl,Falkner Aucoate,Critical illness myopthy
403,Senior Financial Analyst,403,11,2,Glass,Clemence Evemy,Near-total impair/normal
404,Accountant II,404,96,86,Vinyl,Hanan Najera,Tk off/land-crew aircrft
405,Senior Cost Accountant,405,63,19,Aluminum,Gearard Tiuit,Arrest of bone growth
406,Cost Accountant,406,96,9,Plexiglass,Editha Gamlen,Hypertensive retinopathy
407,Business Systems Development Analyst,407,3,50,Plexiglass,Wakefield Huffadine,Fx trapezium bone-open
408,Assistant Professor,408,84,35,Plexiglass,Ellynn Wyche,TB urinary NEC-exam unkn
409,Software Engineer IV,409,49,91,Rubber,Mia Lorenc,Unsocial unaggress-unsp
410,Administrative Assistant IV,410,9,96,Stone,Claiborn Donaghy,Cerebel atax in oth dis
411,Developer III,411,34,80,Plexiglass,Margit Buckleigh,Late eff femoral neck fx
412,Desktop Support Technician,412,60,89,Rubber,Conrade Matschke,Ob air embolism-unspec
413,Assistant Professor,413,86,69,Wood,Baxy Bickford,Angina decubitus
414,Sales Representative,414,52,43,Aluminum,Henry Bostock,Failure in dosage NEC
415,Nurse,415,35,2,Glass,Colas Yarrow,Prim uterine inert-unsp
416,Occupational Therapist,416,54,3,Plastic,Patrizius Ziemen,Extravstn vesicant chemo
417,Analyst Programmer,417,42,10,Wood,Rosabel Imorts,Arthropathy w resp dis
418,Editor,418,26,53,Granite,Teri Brotherheed,Post disloc humerus-open
419,Chemical Engineer,419,15,75,Steel,Riordan Yegorkov,Molluscum contagiosum
420,Social Worker,420,97,17,Stone,Ole Balsom,Lumbosacral neuritis NOS
421,Environmental Specialist,421,25,80,Steel,Etienne Shovell,Malig carcinoid stomach
422,Assistant Professor,422,52,46,Aluminum,Daphna Felipe,Diarrhea
423,Nuclear Power Engineer,423,45,70,Granite,Mathilda Cerie,Exam ears & hearing NEC
424,Compensation Analyst,424,38,12,Brass,Minnnie Smidmore,Injury-caustic substance
425,Developer III,425,77,18,Plexiglass,Stewart Delion,Fall-nonmotor scooter
426,Analog Circuit Design manager,426,53,33,Brass,Corine Leif,TB laryngitis-exam unkn
427,Automation Specialist II,427,88,70,Plexiglass,Annis Bartolomeotti,Reentrant coll-pers NEC
428,Research Assistant II,428,29,52,Rubber,Yulma Cumesky,Cellulocutaneous plague
429,Community Outreach Specialist,429,12,46,Glass,Hasty Hastie,Deficiencies of limbs
430,Nuclear Power Engineer,430,66,70,Brass,Amalie Redley,TB bronchiect-no exam
431,Associate Professor,431,98,74,Plexiglass,Jordon Iuorio,Oth dermatitis solar rad
432,Analog Circuit Design manager,432,44,37,Plastic,Emmi Spraggs,Cl skul w oth fx/hem NEC
433,Developer IV,433,55,66,Brass,Binny Annear,Abn gland pap smr vagina
434,Registered Nurse,434,64,5,Glass,Collete Raithmill,Adv eff fibrinolysis agt
435,Information Systems Manager,435,61,18,Wood,Berte Matessian,Venous compl NOS-antepar
436,Computer Systems Analyst IV,436,22,49,Vinyl,Tuesday Cesco,Ulcerative blepharitis
437,Assistant Media Planner,437,62,70,Aluminum,Lutero Glidder,Ca in situ liver/biliary
438,Administrative Officer,438,28,27,Glass,Marlene Rahlof,Inhibited sex excitement
439,Compensation Analyst,439,100,17,Stone,Saloma Waltering,Beta thalassemia
440,Paralegal,440,42,28,Vinyl,Eunice Beedell,Mal second hyperten NEC
441,VP Quality Control,441,59,88,Rubber,Clyde Vanichev,Cl skl/oth fx/mening hem
442,Physical Therapy Assistant,442,5,49,Aluminum,Bria Early,Fet/plac prob NOS-unspec
443,Financial Analyst,443,43,47,Vinyl,Tillie Gilleson,Opn skl/oth fx-prol coma
444,Data Coordinator,444,70,99,Rubber,Marcello Osinin,Arcuate uterus
445,Analog Circuit Design manager,445,57,10,Brass,Skye Duligal,Genetic anomaly leukocyt
446,Nurse Practicioner,446,98,24,Brass,Timotheus Gripton,Mild hyperem grav-deliv
447,Mechanical Systems Engineer,447,32,34,Stone,Tull Bricksey,Fx distal ulna-closed
448,Web Developer IV,448,33,78,Brass,Dulci Baselli,NB bilious vomiting
449,Recruiter,449,84,78,Steel,Xerxes Dominik,Fx upper humerus NEC-opn
450,Automation Specialist II,450,80,65,Granite,Goldy Gallamore,"Recent detachment, total"
451,Junior Executive,451,52,13,Vinyl,Jessi Taft,Open wound of cochlea
452,Assistant Media Planner,452,39,95,Wood,Joni Magenny,Arthropod virus NEC
453,Senior Developer,453,92,8,Brass,Hebert Cottingham,Triplet pregnancy-deliv
454,Senior Editor,454,7,92,Granite,Jean Stoffers,Dvrtcli sml int w hmrhg
455,Environmental Specialist,455,66,75,Rubber,Caralie Stimpson,Bipol I currnt dep remis
456,Research Associate,456,2,79,Rubber,Ashley Fehner,Opn skul vlt fx-coma NOS
457,Desktop Support Technician,457,46,42,Plastic,Stephanie Crenage,Excess horizontl overlap
458,Information Systems Manager,458,39,85,Glass,Chrisy Jiruca,Closed skull vault fx
459,Structural Analysis Engineer,459,34,90,Brass,Janice Melia,Cl skul base fx-brf coma
460,Dental Hygienist,460,76,19,Vinyl,Meta Whenham,Fam hx-ischem heart dis
461,Recruiting Manager,461,41,26,Stone,Kennan Cathery,Mal neo ant epiglottis
462,Analyst Programmer,462,68,16,Stone,Kim Parnham,Post-traumatic seroma
463,Software Consultant,463,58,27,Granite,Johnna Zambon,Lymphoid mal NEC abdom
464,Nurse,464,43,68,Glass,Nikos McRobert,Cl skl/oth fx-proln coma
465,Graphic Designer,465,98,6,Steel,Silvio Hannent,Late eff CV dis-aphasia
466,Senior Sales Associate,466,76,66,Aluminum,Norry Glasbey,Mal histiocytosis inguin
467,Operator,467,35,86,Wood,Ettore Grieswood,Matern hypotens syn-unsp
468,GIS Technical Architect,468,75,34,Granite,Arlyn Metschke,Arthropathy NOS-up/arm
469,Human Resources Assistant II,469,6,88,Vinyl,Guillermo Stanyard,Recur bilat inguin hern
470,Environmental Tech,470,96,88,Glass,Deidre Thackray,Sbac lym leu wo ach rmsn
471,Quality Engineer,471,82,64,Plexiglass,Daphna Garnson,Opn skul/oth fx-mod coma
472,Civil Engineer,472,77,4,Vinyl,Rutger Maynell,Fx humerus NOS-open
473,Desktop Support Technician,473,44,38,Brass,Mala Kerin,Paral polio NEC-type 2
474,Senior Financial Analyst,474,56,13,Plastic,Elisha Grenkov,Chr serous OM simp/NOS
475,Structural Analysis Engineer,475,23,15,Rubber,Broddie Aishford,Old myocardial infarct
476,Geological Engineer,476,20,54,Steel,Candi Runcie,Ben carcinoid bronc/lung
477,Environmental Specialist,477,78,37,Granite,Jecho Stenet,Burkitt's tumor inguin
478,Account Executive,478,24,82,Granite,Laura Morrant,Adv eff iron & compounds
479,Executive Secretary,479,26,84,Stone,Newton Grisenthwaite,Malfunction iud
480,Marketing Assistant,480,60,70,Glass,Nonna Hansill,Traumatic anuria
481,Geologist I,481,6,77,Stone,Otis Hollerin,Pituitary disorder NEC
482,Financial Analyst,482,73,75,Aluminum,Sergei Alaway,Anaplastic lymph axilla
483,Paralegal,483,87,65,Plexiglass,Nap Beel,Fall-occ comm aircrf NEC
484,Chemical Engineer,484,53,52,Wood,Staford M'Quharge,Cong absence of vertebra
485,Data Coordinator,485,67,39,Glass,Tomkin Learmouth,Mv n-traf acc NEC-mocycl
486,Geologist I,486,1,67,Plexiglass,Kingsly Earnshaw,Pois-cns stimulant NOS
487,Web Designer III,487,100,71,Plexiglass,Xymenes Bartholomieu,Abnrml coagultion prfile
488,Account Executive,488,85,66,Vinyl,Tami Crumbleholme,Abn cervix NEC preg-unsp
489,Community Outreach Specialist,489,7,2,Plexiglass,Karolina Gilloran,Irreg sleep-wake rhy NOS
490,Senior Financial Analyst,490,65,65,Rubber,Astrid Wordsley,Fx coronoid pro ulna-opn
491,Recruiting Manager,491,79,52,Brass,Payton Mateja,Cracked nipple-del w p/p
492,Junior Executive,492,16,81,Stone,Syman Lindemann,Poison-sedat/hypnotic
493,Media Manager I,493,17,95,Steel,Carmelita Huddle,Bipol I curnt manic-mild
494,Pharmacist,494,34,39,Plexiglass,Devonne Extence,Hx-circulatory dis NOS
495,Systems Administrator IV,495,76,81,Plastic,Grayce Easter,Cerv incompet-antepartum
496,Chief Design Engineer,496,86,26,Brass,Adria Aujean,Inj common femoral arter
497,Safety Technician IV,497,3,59,Aluminum,Jareb Puffett,Oth curr cond-antepartum
498,Administrative Assistant II,498,21,80,Steel,Wes Lebang,Person consult for anoth
499,Media Manager II,499,52,16,Glass,Dene Crowcombe,Inj abdominal vessel NOS
500,Human Resources Assistant I,500,37,45,Granite,Sorcha Amys,Insulin pump training
501,Structural Analysis Engineer,501,69,1,Vinyl,George Brislan,1st deg burn lower leg
502,Biostatistician IV,502,7,87,Aluminum,Pavla Brigstock,TB encephalitis-oth test
503,Web Developer IV,503,96,53,Granite,Darius Ivashov,Psychosocial circum NOS
504,Community Outreach Specialist,504,86,75,Steel,Towney Lefeaver,Mantle cell lymph head
505,Budget/Accounting Analyst I,505,70,64,Steel,Ibby Deane,Identity disorder
506,Associate Professor,506,61,41,Glass,Rand Philbin,African trypanosoma NOS
507,Office Assistant I,507,52,49,Rubber,Sigfried Jeynes,Thyrotox NOS w crisis
508,Occupational Therapist,508,1,2,Rubber,Minny Hiland,"Paranoid state, simple"
509,Research Assistant II,509,92,87,Stone,Myer Ball,Dvrtclo sml int w/o hmrg
510,Account Coordinator,510,65,17,Aluminum,Kayla Trulock,TB lung w cavit-oth test
511,Staff Accountant II,511,34,40,Rubber,Mira Leggatt,NB adrenal hemorrhage
512,Quality Control Specialist,512,11,12,Plastic,Yuri Sarah,Fx shaft rad w ulna-clos
513,Web Developer II,513,84,7,Wood,Agnes Moorcroft,Measles complication NOS
514,Senior Quality Engineer,514,68,16,Vinyl,Gypsy Blasoni,Human herpesvir 6 enceph
515,Operator,515,83,95,Plastic,Hinze Aldwich,Ankylosis-mult joints
516,Financial Advisor,516,59,66,Plexiglass,Quill Lucien,Resp TB NEC-exam unkn
517,Product Engineer,517,81,44,Granite,Pavlov Cicero,Hered sensory neuropathy
518,Mechanical Systems Engineer,518,99,29,Stone,Alana Yerby,Amyotrophic sclerosis
519,Automation Specialist II,519,64,66,Plexiglass,Nikos Cathcart,Injury portal vein
520,Cost Accountant,520,55,9,Plexiglass,Georgie Boone,Derang lat meniscus NOS
521,Environmental Specialist,521,61,86,Granite,Lilian Pooly,Myopia
522,Senior Editor,522,4,1,Plastic,Alane Deely,Toxic eff caustic alkali
523,Professor,523,49,50,Steel,Cally Ivory,Hypermobility of coccyx
524,Systems Administrator I,524,55,100,Stone,Hunt Eggers,Enophth d/t orbit atrphy
525,Research Associate,525,73,55,Aluminum,Cale Grix,Hodg lymph deplet pelvic
526,Structural Engineer,526,51,87,Plexiglass,Anatollo Elsmere,Congen cystic eyeball
527,Systems Administrator II,527,27,52,Aluminum,Lamond Pavic,Malfunc gu dev/graft NEC
528,Senior Sales Associate,528,27,99,Vinyl,Melamie Martinet,NB integument cond NOS
529,Software Engineer IV,529,25,85,Glass,Jess Pratley,Lt-date w/mal 1250-1499g
530,Analyst Programmer,530,38,83,Brass,Rubia Spall,Hyponasality
531,Product Engineer,531,65,13,Steel,Petronella Trayes,Spon ab w compl NEC-unsp
532,Community Outreach Specialist,532,34,61,Stone,Bethanne Simcox,Fx c1 vertebra-open
533,Product Engineer,533,74,1,Granite,Yancey Borne,Prim TB complex-histo dx
534,Research Nurse,534,52,56,Rubber,Artemus Brouwer,Polyarthritis NOS-l/leg
535,Nurse Practicioner,535,14,72,Wood,Willard Neads,Cryst arthrop NEC-l/leg
536,Programmer III,536,81,33,Granite,Stefania Santoro,Spon abor w pel inf-unsp
537,Environmental Tech,537,25,74,Stone,Lay Longrigg,Vertbrobaslr artery synd
538,Tax Accountant,538,38,90,Stone,Jens Redsall,Tracheostomy comp NOS
539,Assistant Professor,539,98,98,Granite,Ermengarde Beasant,Oth coll stndng obj-driv
540,Editor,540,76,10,Aluminum,Tiffanie Gettings,Cystostomy status NOS
541,Accountant IV,541,45,59,Brass,Clemmie Glendinning,Opn skul fx NEC-brf coma
542,Business Systems Development Analyst,542,12,9,Glass,Marcelle Beadnell,Disorder of ear NOS
543,Paralegal,543,23,66,Steel,Alonso Esterbrook,TB male gen NEC-cult dx
544,Tax Accountant,544,84,83,Stone,Lulu Poynor,Ankle enthesopathy NOS
545,Automation Specialist I,545,60,94,Plexiglass,Georgia Woolveridge,Alcohol abuse-unspec
546,Legal Assistant,546,60,79,Brass,Philbert Tregaskis,Pulmonary anthrax
547,Office Assistant IV,547,6,26,Steel,Tabbitha Whiston,Reactive confusion
548,Project Manager,548,98,11,Plastic,Mariele Jerzak,Child emotnl/psych abuse
549,Help Desk Operator,549,13,81,Granite,Dillon MacCoughan,Fire not in building
550,Research Nurse,550,7,30,Vinyl,Greg Ballantyne,Sacral root injury
551,Social Worker,551,79,38,Stone,Anestassia Van Giffen,Ben crcinoid foregut NOS
552,Web Designer IV,552,66,73,Plexiglass,Laurie Gainsbury,Pathol dislocat-shlder
553,Product Engineer,553,98,41,Steel,Elisabet Bener,Rheumatic heart dis NOS
554,Information Systems Manager,554,58,83,Plastic,Orton Plunket,Rosacea
555,VP Product Management,555,34,82,Plexiglass,Sherwood Bedome,Cl skl fx NEC/mening hem
556,Nuclear Power Engineer,556,52,2,Plexiglass,Lindie Biggadyke,"Atheroembolism, kidney"
557,Administrative Officer,557,61,98,Glass,Sven Schonfeld,Hx of affective disorder
558,Food Chemist,558,10,38,Glass,Erinn Bines,Cavus deformity of foot
559,Recruiter,559,53,50,Wood,Sileas Kyme,Opn skul/oth fx-coma NOS
560,Internal Auditor,560,42,27,Glass,Geoffry Tamblyn,Org or tissue donor NEC
561,Office Assistant I,561,57,64,Glass,Cyndie Hansberry,Pulmon embol NEC-postpar
562,Dental Hygienist,562,61,65,Glass,Kalil Alldis,Syphilis-delivered w p/p
563,Electrical Engineer,563,39,74,Brass,Cammy Pethybridge,Neonatal hemorrhage NEC
564,Environmental Tech,564,3,46,Aluminum,Calypso Duhig,Ac peptic ulc w perf-obs
565,Paralegal,565,29,11,Wood,Merrily Bassingham,Contusion shoulder reg
566,Clinical Specialist,566,7,2,Aluminum,Sunshine Denge,"Postop shock,cardiogenic"
567,Analyst Programmer,567,25,34,Vinyl,Rudie Domenge,Ac osteomyelitis-l/leg
568,Senior Financial Analyst,568,42,31,Stone,Mandy McAllaster,Dissection iliac artery
569,Account Executive,569,23,14,Vinyl,Henka Reuter,Benign neoplasm eyeball
570,Editor,570,83,8,Vinyl,Barbabas Bilton,Peptic ulcer NOS
571,Legal Assistant,571,56,2,Granite,Patrizia Toplis,Disrpt trauma wound repr
572,Business Systems Development Analyst,572,51,54,Granite,Jaquelin O'Sherin,Acc poisn-systemic agent
573,General Manager,573,100,55,Steel,Janna Charity,Malfunc card dev/grf NEC
574,GIS Technical Architect,574,28,15,Aluminum,Dana Yitzowitz,Status amput lwr lmb NOS
575,Actuary,575,94,63,Aluminum,Betsey Fownes,Benign neo nasopharynx
576,Programmer III,576,79,79,Vinyl,Antons Moxom,TMJ disorders NOS
577,VP Sales,577,39,1,Granite,Ede Entres,Ankylosis-shoulder
578,Computer Systems Analyst I,578,85,59,Steel,Skipp Mozzetti,Proliferat nephritis NOS
579,Food Chemist,579,39,14,Plexiglass,Ericka Imlock,Latent schizo-chr/exacer
580,Junior Executive,580,79,33,Plexiglass,Stace Tanzer,Arterial embolism NEC
581,Structural Analysis Engineer,581,28,19,Glass,Mischa Lamminam,Calcer cornea degen NEC
582,Assistant Media Planner,582,42,63,Rubber,Christan Hannabuss,Shrt lst uni nral hdache
583,Office Assistant III,583,9,57,Granite,Phylys Pinnocke,Obsc afric cardiomyopath
584,Senior Cost Accountant,584,61,77,Plastic,Lorraine Coundley,Hx-nose/ear/sinus malig
585,Nuclear Power Engineer,585,93,43,Rubber,Dylan Figin,Prim prg TB NEC-micro dx
586,VP Sales,586,3,54,Rubber,Borden Purtell,Traumatic cataract NOS
587,VP Product Management,587,31,49,Stone,Devland Conaghy,Acoustic trauma
588,Human Resources Assistant III,588,98,7,Vinyl,Caren Chaffe,Pois-pharmaceut excipien
589,Engineer IV,589,65,97,Brass,Saba Denekamp,Fit/adj gastric lap band
590,Mechanical Systems Engineer,590,8,47,Plastic,Georgie McCutheon,3rd brn w loss-hand NOS
591,Web Designer I,591,47,77,Stone,Katharina Adrianello,Malig carcinoid kidney
592,Senior Developer,592,91,22,Brass,Johann Swallow,Inj internal carotid art
593,Chemical Engineer,593,83,37,Granite,Ede Ingall,Perineal lac NOS-postpar
594,Desktop Support Technician,594,30,94,Wood,Samuel Rubrow,3rd deg burn shoulder
595,Systems Administrator II,595,72,3,Plastic,Oran Humphris,Foreign body granul-skin
596,Tax Accountant,596,45,92,Brass,Leona Bastable,Cl skl base fx/menin hem
597,Librarian,597,61,93,Aluminum,Orrin Grigore,Trnspl status organ NEC
598,Geologist IV,598,91,42,Stone,Chucho Jefferies,Primary CNS lymph spleen
599,Geologist III,599,75,40,Plastic,Marietta Strange,Athrsc extrm ntv art oth
600,Senior Editor,600,40,51,Plexiglass,Yulma Christoffersen,Puerperl sepsis-postpart
601,Software Test Engineer III,601,21,88,Steel,Laird Shipton,Undet pois-gas/vapor NEC
602,Speech Pathologist,602,51,1,Granite,Karrah Auton,Lobomycosis
603,Librarian,603,34,39,Stone,Kurtis Dewen,Run water w/o sub fall
604,Environmental Specialist,604,10,4,Brass,Latashia Bramhall,Spon abor w pel inf-comp
605,Administrative Officer,605,21,49,Glass,Cissy Hemphall,Irreg sleep-wake rhy NOS
606,Marketing Assistant,606,16,13,Plexiglass,Wait Jouandet,Lichen nitidus
607,Account Representative II,607,99,38,Glass,Michaela Surfleet,3 deg burn w loss-ankle
608,Database Administrator I,608,30,3,Wood,Celeste Siebart,Screen for helminthiasis
609,VP Marketing,609,37,29,Stone,Marlie Osbourn,Backache NOS
610,Computer Systems Analyst II,610,72,84,Glass,Nolan Christoffels,Machinery acc-docker
611,Sales Representative,611,32,98,Wood,Lyn Ahrens,Benign neoplasm urethra
612,Senior Developer,612,36,44,Stone,Issi Tofful,Acq neck deformity
613,Nurse Practicioner,613,6,81,Wood,Pete Borkin,Polio osteopathy-up/arm
614,Programmer II,614,47,88,Granite,Kylie Clohisey,Inj NOS caused by animal
615,VP Accounting,615,77,73,Steel,Antons Orhrt,Acc poisn-metabol agnt
616,Mechanical Systems Engineer,616,39,17,Brass,Willem Lawn,Fracture three ribs-open
617,Accountant I,617,25,61,Rubber,Frazier Bugdall,Candidiasis site NEC
618,Quality Control Specialist,618,13,44,Rubber,Arabelle Wyllcock,Periostitis-l/leg
619,Office Assistant I,619,76,22,Granite,Clarissa Stollenbeck,Recur dislocat-shlder
620,Staff Accountant II,620,8,79,Granite,Baxie Owbridge,CHF NOS
621,Programmer Analyst I,621,15,70,Brass,Katharine Kitchingman,Brucellosis NOS
622,Automation Specialist III,622,11,97,Wood,Dorine Olin,Cong subaortic stenosis
623,Staff Accountant IV,623,12,20,Aluminum,Bee Hof,Air pressure change NOS
624,Community Outreach Specialist,624,44,27,Stone,Paolina Trussman,Exam-medicolegal reasons
625,Recruiting Manager,625,94,44,Plexiglass,Quintilla Tomczykiewicz,Periph T cell lym spleen
626,Community Outreach Specialist,626,99,77,Plastic,Roxana Couser,Adv eff antinfct NEC/NOS
627,Structural Engineer,627,17,37,Stone,Grenville Safhill,Hodgkins paragran abdom
628,Teacher,628,46,8,Stone,Liana Allbon,Acc poisoning-drug NEC
629,Civil Engineer,629,10,7,Granite,Griff Hoyle,Postphlebtc synd w ulcer
630,Quality Engineer,630,62,15,Stone,Issy Devaney,Lymphomas NEC abdom
631,Desktop Support Technician,631,5,52,Stone,Anatola Joseph,Adv eff topic dental drg
632,Food Chemist,632,44,39,Glass,Kent Trassler,Fx neck of femur NOS-cl
633,Senior Quality Engineer,633,30,95,Steel,Ichabod Johnikin,Conjunctival hemorrhage
634,Dental Hygienist,634,69,2,Glass,Aristotle Schankel,Intestinal fistula
635,Statistician III,635,66,53,Vinyl,Brenna Eckford,Cerebrovasc dis-antepart
636,Safety Technician II,636,87,70,Glass,Bendite Morkham,Refractive amblyopia
637,Computer Systems Analyst II,637,24,53,Plexiglass,Suzann Bowman,Toxoplasma myocarditis
638,Account Executive,638,67,45,Stone,Ortensia Gratland,Open wound buttock-compl
639,Executive Secretary,639,27,22,Plastic,Cornie Gosalvez,Encysted hydrocele
640,VP Product Management,640,48,67,Plastic,Tildy Dominka,Local skin infection NEC
641,Computer Systems Analyst IV,641,19,27,Glass,Yehudi Maundrell,TB of ureter-unspec
642,VP Accounting,642,53,40,Stone,Joe Ashmore,Hodgkins sarcoma spleen
643,Civil Engineer,643,80,64,Plexiglass,Meridel Golden of Ireland,Dist oral epithelium NEC
644,Office Assistant I,644,98,33,Glass,Laurette Scorrer,Recur dislocat-pelvis
645,Financial Advisor,645,13,43,Vinyl,Colly Dicty,Child abuse/neglect NEC
646,Environmental Specialist,646,28,87,Granite,Mattie Dowthwaite,Cryst arthrop NOS-shldr
